Geh.	Go.
Beobachtet uns.	Watch us.
Wir stimmen zu.	We agree.
Zielen. Feuer!	Aim. Fire!
Vögel fliegen.	Birds fly.
Beruhige dich!	Calm down!
Mach es jetzt!	Do it now.
Vergesst mich!	Forget me.
Gehe schlafen!	Go to bed.
Geht ins Bett!	Go to bed.
Schönen Abend.	Goodnight.
Er hat zu tun.	He's busy.
Ich klatschte.	I clapped.
Ich gebe nach.	I give in.
Ich füge mich.	I give in.
Ich geb’s auf.	I give up.
Ich habe dich.	I got you.
Das hoffe ich.	I hope so.
Ich wusste es.	I knew it.
Ich hörte auf.	I stopped.
Ich möchte es.	I want it.
Ich war krank.	I was ill.
Ich verzichte.	I'll pass.
Ich bin Spion.	I'm a spy.
Ich bin blind.	I'm blind.
Ich bin breit.	I'm drunk.
Ich bin Erste.	I'm first.
Es verbrannte.	It burned.
Es ist dunkel.	It's dark.
Er gehört mir.	It's mine.
Es ist unsers.	It's ours.
Es ist vorbei.	It's over.
Es ist sicher.	It's safe.
Es ist Arbeit.	It's work.
Spring runter!	Jump down.
Töten Sie sie!	Kill them.
Bringt sie um!	Kill them.
Lass uns rein.	Let us in.
Lies das hier.	Read this.
Wiederhole es!	Repeat it.
Wiederholt es!	Repeat it.
Fang jetzt an.	Start now.
Bleibt zurück!	Stay back.
Halte hier an.	Stop here.
Hör auf damit!	Stop that!
Übernehmt ihr.	Take over.
Sie schwammen.	They swam.
Thomas begann.	Tom began.
Tom erstarrte.	Tom froze.
Thomas kniete.	Tom knelt.
Tom ist super.	Tom rocks.
Tom stand auf.	Tom stood.
Probier es an!	Try it on.
Wir lächelten.	We smiled.
Wen kümmert’s?	Who cares?
Antworte Tom!	Answer Tom.
Sei geduldig!	Be patient.
Vögel singen.	Birds sing.
Kommt wieder.	Come again.
Kommt allein.	Come alone.
Kommt tanzen!	Come dance.
Komm schnell!	Come quick!
Kommt sofort.	Come quick!
Nicht helfen!	Don't help.
Spring nicht!	Don't jump!
Nicht gucken!	Don't look.
Wartet nicht!	Don't wait.
Schrei nicht!	Don't yell.
Feuer brennt.	Fire burns.
Geh arbeiten!	Go to work.
Er legte auf.	He hung up.
Hier ist Tom.	Here's Tom.
Haltet still!	Hold still.
Wie tragisch!	How tragic!
Ich sagte ab.	I canceled.
Ich mag dich.	I like you.
Ich hörte zu.	I listened.
Ich traf sie.	I met them.
Ich sagte ja.	I said yes.
Ich sehe das.	I see that.
Ich zitterte.	I shivered.
Ich will Tom.	I want Tom.
Ich will Rum.	I want rum.
Mir war kalt.	I was cold.
Ich war hier.	I was here.
Ich verliere.	I'm losing.
Ich bin reif.	I'm mature.
Ich bin blöd.	I'm stupid.
Ignorier Tom.	Ignore Tom.
Ist Tom groß?	Is Tom big?
Ist das okay?	Is this OK?
Das passiert!	It happens.
Es kommt vor.	It happens.
Sie war nass.	It was wet.
Das ist grün.	It's green.
Es ist Nacht.	It's night.
Es ist deins.	It's yours.
Jesus weinte.	Jesus wept.
Mach es doch!	Just do it.
Lass Tom los!	Let Tom go.
Arbeiten wir!	Let's work.
Sieh mich an.	Look at me.
Kuck mich an!	Look at me.
Schau uns an.	Look at us.
Kommentarlos!	No comment.
Kein Problem!	No problem!
Kein Problem.	No problem.
Niemand lief.	Nobody ran.
Sie lächelte.	She smiled.
Beginne hier.	Start here.
Fang hier an.	Start here.
Rede mit mir!	Talk to me!
Das ist nass.	That's wet.
Sie betrügen.	They cheat.
Tom versagte.	Tom failed.
Tom ist groß.	Tom is big.
Tom ist heiß.	Tom is hot.
Tom ist nass.	Tom is wet.
Tom sah mich.	Tom saw me.
Tom lächelte.	Tom smiled.
Tom ist taub.	Tom's deaf.
Tom hat Zeit.	Tom's free.
Tom ist frei.	Tom's free.
Tom ist froh.	Tom's glad.
Wir mögen es.	We like it.
Uns ist kalt.	We're cold.
Wer sind wir?	Who are we?
Wer sah mich?	Who saw me?
Wer ist hier?	Who's here?
Du bestimmst.	You decide.
Du bist groß.	You're big.
Sie sind alt.	You're old.
Bist du Tom?	Are you Tom?
Bist du neu?	Are you new?
Sei kreativ!	Be creative.
Sei diskret.	Be discreet.
Seid gnädig!	Be merciful.
Sei wachsam.	Be vigilant.
Kommt näher.	Come closer.
Tröstet Tom.	Comfort Tom.
Fischen Sie?	Do you fish?
Tu es nicht!	Don't do it!
Keine Panik.	Don't panic.
Starr nicht!	Don't stare.
Keine Sorge.	Don't worry.
Iss mit uns.	Eat with us.
Vergebt Tom!	Forgive Tom.
Geh mit Tom.	Go with Tom.
Er kicherte.	He chuckled.
Er hat Mumm.	He has guts.
Er hat Wein.	He has wine.
Er ist acht.	He is eight.
Er ist jung.	He is young.
Er gab nach.	He relented.
Er stottert.	He stutters.
Da sind wir!	Here we are!
Da sind wir.	Here we are.
Wie läuft's?	How goes it?
Wie ist das?	How is this?
Ich zögerte.	I hesitated.
Das mag ich.	I like that.
Ich mag sie.	I like them.
Ich gewinne.	I'm winning.
Ist Tom tot?	Is Tom dead?
Ist es Toms?	Is it Tom's?
Schmeckt es?	Is it tasty?
Ist es dort?	Is it there?
Ist es weiß?	Is it white?
Ist sie weg?	Is she gone?
Ist das neu?	Is that new?
Es war kalt.	It was cold.
Es war hier.	It was here.
Es war real.	It was real.
Es war warm.	It was warm.
Lächeln wir!	Let's smile.
Vielen Dank!	Many thanks.
Niemand kam.	No one came.
Kommt bitte.	Please come.
Legt es hin!	Put it down.
Merk es dir.	Remember it.
Steht still!	Stand still.
Stehe still!	Stand still.
Bleib stark!	Stay strong.
Bleib dabei!	Stick to it!
Handeln Sie!	Take action.
Das war ich.	That was me.
Dort ist es.	There it is.
Sie tanzten.	They danced.
Das ist Eis.	This is ice.
Das ist neu.	This is new.
Tom jubelte.	Tom cheered.
Tom hustete.	Tom coughed.
Tom ertrank.	Tom drowned.
Tom gab auf.	Tom gave in.
Tom grinste.	Tom grinned.
Tom ist süß.	Tom is cute.
Tom ist arm.	Tom is poor.
Tom hört zu.	Tom listens.
Tom sah sie.	Tom saw her.
Tom sah ihn.	Tom saw him.
Tom nahm es.	Tom took it.
Tom war alt.	Tom was old.
Tom ist zäh.	Tom's tough.
Drehe es zu.	Turn it off.
Mach es aus.	Turn it off.
Geh langsam.	Walk slowly.
War es kalt?	Was it cold?
Wir sterben.	We're dying.
Was ist gut?	What's good?
Wer bist du?	Who are you?
Wer sah Sie?	Who saw you?
Du bist süß.	You're cute.
Mattscheibe!	You're nuts!
Bist du da?	Are you here?
Melde dich.	Come forward.
Tretet vor.	Come forward.
Halfen Sie?	Did you help?
Raucht ihr?	Do you smoke?
Rauchst du?	Do you smoke?
Klappt das?	Does it work?
Bitte sehr!	Here you are.
Wie nervig!	How annoying!
Ich bluffe.	I'm bluffing.
Ich kämpfe.	I'm fighting.
Ich spinne.	I've lost it.
Stirbt Tom?	Is Tom dying?
Reicht das?	Is it enough?
Es schneit.	It's snowing.
Red weiter.	Keep talking.
Geh weiter.	Keep walking.
Hör mir zu.	Listen to me.
Schäm dich!	Shame on you!
Träume süß!	Sweet dreams.
Das tut es.	That does it.
Das stimmt!	That's right!
Tom murrte.	Tom grumbled.
Tom maulte.	Tom grumbled.
Tom motzte.	Tom grumbled.
Tom stirbt.	Tom is dying.
Tom mag es.	Tom likes it.
Wir kommen.	We're coming.
Wir weinen.	We're crying.
Beende das!	Wrap that up.
Sie zuerst.	You go first.
Du stirbst.	You're dying.
Nerve ich?	Am I annoying?
Lügen Sie?	Are you lying?
Sei artig.	Be a good boy.
Sei artig!	Be a good boy.
Singt Tom?	Does Tom sing?
Passt das?	Does this fit?
Passt der?	Does this fit?
Passt die?	Does this fit?
Er skatet.	He is skating.
Er weinte.	He was crying.
Ich huste.	I am coughing.
Ich niese.	I am sneezing.
Ich lerne.	I am studying.
Kommt Tom?	Is Tom coming?
Weint Tom?	Is Tom crying?
Heult Tom?	Is Tom crying?
Sie weint.	She is crying.
Es reicht!	That's enough.
Es reicht.	That's enough.
Sie gehen.	They're going.
Tom zahlt.	Tom is buying.
Tom kauft.	Tom is buying.
Tom liebt.	Tom is loving.
Tom wählt.	Tom is voting.
Tom hilft.	Tom's helping.
Tom hinkt.	Tom's limping.
Tom fehlt.	Tom's missing.
Tom packt.	Tom's packing.
Tom singt.	Tom's singing.
Wer summt?	Who's humming?
Kommt sie?	Will she come?
Ja, klar.	Yes, of course.
Sahne?	Do you want cream?
Ich habe verloren.	I lost.
Ich habe gespuckt.	I spit.
In keinster Weise!	No way!
Nicht nachlassen!	Hang on!
Schlagen Sie Tom!	Hit Tom.
Ich bin gefahren!	I drove.
Ich bin schlecht.	I'm bad.
Ich bin verrückt.	I'm mad.
Behalten Sie ihn!	Keep it.
Behalten Sie sie!	Keep it.
Legt euch nieder!	Lie low.
Tom hat gegessen.	Tom ate.
Tom hat gewonnen.	Tom won.
Wer hat gegessen?	Who ate?
Wer hat gewonnen?	Who won?
Du hast gewonnen.	You win.
Fasst euch kurz.	Be brief.
Seien Sie leise.	Be quiet.
Fangen Sie mich!	Catch me.
Beheben Sie das.	Fix this.
Er versuchte es.	He tried.
Wie unverschämt!	How rude!
Ich habe zu tun.	I'm busy.
Ich bin gerecht.	I'm fair.
Mir geht es gut.	I'm fine.
Ich bin schwach.	I'm weak.
Es funktioniert.	It works.
Lass uns allein.	Leave us.
Lasst uns gehen.	Let's go!
Setzen Sie sich!	Sit down!
Tom hat gelogen.	Tom lied.
Tom hat gezahlt.	Tom paid.
Ruf zuhause an!	Call home!
Kann ich essen?	Can I eat?
Fangen Sie Tom!	Catch Tom.
Entschuldigung!	Excuse me.
Entschuldigung.	Excuse me.
Folgen Sie uns!	Follow us.
Nimm dir davon.	Have some.
Er ist schnell.	He's fast.
Nicht schießen!	Hold fire.
Halten Sie das!	Hold this.
Mir wurde heiß.	I got hot.
Ich wurde böse.	I got mad.
Ich hatte Spaß.	I had fun.
Ich schlug Tom.	I hit Tom.
Ich wusste das.	I knew it.
Ich sagte nein.	I said no.
Ich wachte auf.	I woke up.
Ich bin allein.	I'm alone.
Ich bin pleite.	I'm broke.
Ich bin Erster.	I'm first.
Ich gehe jetzt.	I'm going.
Ich bin schwer.	I'm heavy.
Ich bin soweit!	I'm ready!
Ich bin soweit.	I'm ready.
Ich habe recht.	I'm right.
Ich habe Recht.	I'm right.
Ich bin albern.	I'm silly.
Ich gehöre dir.	I'm yours.
Ist es schlimm?	Is it bad?
Es ist einfach.	It's easy.
Es ist gerecht.	It's fair.
Sie gehört mir.	It's mine.
Bleib gelassen!	Keep cool.
Halt dich warm.	Keep warm.
Lass uns gehen.	Let us go.
Lasst uns rein.	Let us in.
Auf jeden Fall!	Of course!
Fassen Sie ihn!	Seize him!
Mach langsamer.	Slow down.
Bleib zu Hause.	Stay home.
Übernehmen Sie.	Take over.
Thomas fing an.	Tom began.
Tom kümmert es.	Tom cares.
Tom wird gehen.	Tom'll go.
Tom ist wütend.	Tom's mad.
Probier sie an!	Try it on.
Probier ihn an!	Try it on.
Schließ es auf.	Unlock it.
Na, wie geht's?	What's up?
Wer wird gehen?	Who'll go?
Haßt man mich?	Am I hated?
Irre ich mich?	Am I wrong?
Antwortet Tom!	Answer Tom.
Bist du dabei?	Are you in?
Sieh dich vor!	Be careful.
Sei pünktlich.	Be on time.
Kommt schnell!	Come quick!
Schnarche ich?	Do I snore?
Weinen Männer?	Do men cry?
Lass dir Zeit!	Don't rush.
Hör nicht auf.	Don't stop.
Schreit nicht!	Don't yell.
Gehe arbeiten!	Go to work.
Hab Vertrauen.	Have faith.
Er ist ein DJ.	He is a DJ.
Er ist gemein.	He is mean.
Er ist pleite.	He's broke.
So ein Unsinn!	How absurd!
Wie geschickt!	How clever!
Ich geb es zu.	I admit it.
Ich esse hier.	I eat here.
Ich esse Reis.	I eat rice.
Ich hasse Tom.	I hate Tom.
Ich habe eine.	I have one.
Ich höre dich.	I hear you.
Ich helfe ihm.	I help him.
Ich kenne Tom.	I know Tom.
Ich kenne sie.	I know her.
Ich mag Kunst.	I like art.
Ich liebe Tom.	I love Tom.
Ich liebe sie.	I love her.
Ich liebe ihn.	I love him.
Ich liebe Tee.	I love tea.
Ich liebe Sie.	I love you.
Ich liebte es.	I loved it.
Tom fehlt mir.	I miss Tom.
Du fehlst mir.	I miss you.
Ich rieche es.	I smell it.
Ich überlebte.	I survived.
Ich will eins!	I want one!
Ich will eine!	I want one!
Ich will eins.	I want one.
Ich will dich.	I want you.
Ich will dich!	I want you.
Ich war ruhig.	I was calm.
Ich trainiere.	I work out.
Ich bin dafür.	I'm for it.
Ich bin immun.	I'm immune.
Ich bin ledig.	I'm single.
Ich bin stark.	I'm strong.
Ist Tom krank?	Is Tom ill?
Ist es fertig?	Is it done?
Ist das Liebe?	Is it love?
Ist es vorbei?	Is it over?
Ist es sicher?	Is it safe?
Es ist sauber.	It's clean.
Er ist sauber.	It's clean.
Es ist neblig.	It's foggy.
Es ist bereit.	It's ready.
Es ist fertig.	It's ready.
Es ist windig.	It's windy.
Es gehört dir.	It's yours.
Nur weiter so!	Keep it up!
Mache Notizen.	Keep notes.
Macht Notizen.	Keep notes.
Lasst Tom los!	Let Tom go.
Lass Tom rein.	Let Tom in.
Liebe tut weh.	Love hurts.
Ohne Probleme.	No problem.
Ach, wirklich?	Oh, really?
Beruhigt euch.	Quiet down.
Bitte lächeln!	Say cheese.
Fangt hier an.	Start here.
Bleib wachsam.	Stay alert.
Geh zur Seite!	Step aside.
Geben Sie Gas!	Step on it!
Halte dort an.	Stop there.
Nimm das hier.	Take these.
Das ist alles.	That's all.
Sie schummeln.	They cheat.
Sie schliefen.	They slept.
Tom stieß auf.	Tom burped.
Tom schummelt.	Tom cheats.
Tom vergaß es.	Tom forgot.
Tom ist krank.	Tom is ill.
Tom gehorchte.	Tom obeyed.
Tom schnarcht.	Tom snores.
Tom zwinkerte.	Tom winked.
Tom arbeitete.	Tom worked.
Schalte es an.	Turn it on.
Schraub’s auf!	Unscrew it.
Wir lieben es.	We love it.
Wir wollen es.	We want it.
Wir sind frei!	We're free!
Wir sind frei.	We're free.
Wir sind hier.	We're here.
Wir sind faul.	We're lazy.
Wer ist krank?	Who's sick?
Bin ich dumm?	Am I stupid?
Sind Sie Tom?	Are you Tom?
Bist du dick?	Are you fat?
Ist dir heiß?	Are you hot?
Seid ihr neu?	Are you new?
Sei fröhlich.	Be cheerful.
Seid kreativ!	Be creative.
Seid diskret!	Be discreet.
Sei tolerant.	Be tolerant.
Seid wachsam.	Be vigilant.
Bier ist gut.	Beer's good.
Teile es auf!	Break it up!
Komm an Bord!	Come aboard.
Tut es nicht!	Don't do it!
Nicht lachen!	Don't laugh.
Lächel nicht!	Don't smile.
Starrt nicht!	Don't stare.
Esst mit uns.	Eat with us.
Zieh dich um.	Get changed.
Zieh dich an!	Get dressed.
Zieh dich an.	Get dressed.
Gehe an Bord!	Go on board.
Geht an Bord!	Go on board.
Er hilft uns.	He helps us.
Er mochte es.	He liked it.
Er liebt uns.	He loves us.
Er stand auf.	He stood up.
Er ist stark.	He's strong.
Hier ist sie!	Here she is!
Mir ist übel.	I feel sick.
Ich weiß das.	I know that.
Ich mag Jazz.	I like jazz.
Ich mag Wein.	I like wine.
Ich mag Rock.	I love rock.
Ich will das.	I want that.
Ich will sie.	I want them.
Ich war wach.	I was awake.
Glück gehabt!	I was lucky.
Ich war naiv.	I was naive.
Ich war dort.	I was there.
Ich war müde.	I was tired.
Ich kaufe es.	I'll buy it.
Ich bin Arzt.	I'm a medic.
Ignorier das.	Ignore that.
Ist Tom taub?	Is Tom deaf?
Ist Tom brav?	Is Tom good?
Ist Tom hier?	Is Tom here?
Hat er recht?	Is he right?
Ist es deins?	Is it yours?
Ist es Ihres?	Is it yours?
Ist sie nett?	Is she nice?
Das hat Zeit.	It can wait.
Es ist Nebel.	It is foggy.
Das ist Gift.	It's poison.
Das ist blöd.	It's stupid.
Mars ist rot.	Mars is red.
Gutes Timing!	Nice timing.
Nimm das auf!	Record this.
Nichts sagen!	Say nothing.
Sie biss ihn.	She bit him.
Sie errötete.	She blushed.
Sie ist nett.	She is kind.
Zeig mir wie.	Show me how.
Spuck es aus.	Spit it out.
Bleibt dabei!	Stick to it!
Bleibe dabei!	Stick to it!
Das ist cool.	That's cool.
Das ist geil.	That's cool.
Das ist okay.	That's okay.
Das ist klug.	That's wise.
Da ist es ja!	There it is!
Da ist er ja!	There it is!
Dort ist Tom.	There's Tom.
Sie brannten.	They burned.
Sie warteten.	They waited.
Sie sind neu.	They're new.
Sie sind rot.	They're red.
Dies ist Tom.	This is Tom.
Das ist groß.	This is big.
Das ist Mist.	This stinks.
Tom kam rein.	Tom came in.
Tom kicherte.	Tom giggled.
Tom hat eine.	Tom has one.
Tom hat eins.	Tom has one.
Tom ist kahl.	Tom is bald.
Tom ist kalt.	Tom is cold.
Tom ist cool.	Tom is cool.
Tom ist böse.	Tom is evil.
Tom ist fair.	Tom is fair.
Tom ist satt.	Tom is full.
Tom ist brav.	Tom is good.
Tom ist faul.	Tom is lazy.
Tom ist laut.	Tom is loud.
Tom ist nett.	Tom is nice.
Tom ist dünn.	Tom is thin.
Tom lief weg.	Tom ran off.
Tom sah dich.	Tom saw you.
Tom hielt an.	Tom stopped.
Tom war heiß.	Tom was hot.
Tom war nass.	Tom was wet.
Tom ist wach.	Tom's awake.
Tom ist toll.	Tom's great.
Tom ist klug.	Tom's smart.
Tom ist jung.	Tom's young.
Dreh dich um.	Turn around.
Mach das aus.	Turn it off.
Mach ihn aus.	Turn it off.
Mach sie aus.	Turn it off.
Wo steckt er?	Where is he?
Wer seid ihr?	Who are you?
Wer sah euch?	Who saw you?
Wer sah dich?	Who saw you?
Wer hielt an?	Who stopped?
Wer ist müde?	Who's tired?
Ja, ich weiß.	Yes, I know.
Du bist fair.	You're fair.
Du bist frei.	You're free.
Du bist brav.	You're good.
Du bist hier.	You're here.
Du bist nett.	You're kind.
Du bist faul.	You're lazy.
Du bist mein.	You're mine.
Du bist dünn.	You're thin.
Bist du tot?	Are you dead?
Meldet euch.	Come forward.
Komm zurück!	Come on back.
Komm herauf.	Come up here.
Trinken Sie?	Do you drink?
Rauchen Sie?	Do you smoke?
Fahr sicher!	Drive safely.
Gib mir das.	Give me that.
Geh drumrum.	Go around it.
Guten Abend!	Good evening.
Er hat Geld.	He has money.
Er war naiv.	He was naive.
Er war jung.	He was young.
Er ging weg.	He went away.
Bitte schön!	Here you are.
Mich friert.	I'm freezing.
Ich schieße.	I'm shooting.
Es war leer.	It was empty.
Er war leer.	It was empty.
Es war weiß.	It was white.
Er war weiß.	It was white.
Tanz weiter.	Keep dancing.
Fahr weiter!	Keep driving.
Such weiter!	Keep looking.
Lies weiter.	Keep reading.
Lest weiter.	Keep reading.
Renn weiter.	Keep running.
Sing weiter.	Keep singing.
Geht weiter.	Keep walking.
Heb das auf!	Pick that up.
Bitte tu es.	Please do it.
Zieh es auf.	Pull it open.
Schäme dich!	Shame on you!
Träum schön!	Sweet dreams!
Süße Träume!	Sweet dreams!
Nimm es weg.	Take it away.
Das kitzelt.	That tickles.
Das war Tom.	That was Tom.
Sie lachten.	They laughed.
Tom will es.	Tom wants it.
Tom war tot.	Tom was dead.
Tom sei tot.	Tom was dead.
Tom war gut.	Tom was good.
Tom war arm.	Tom was poor.
Tom schläft.	Tom's asleep.
Unglaublich!	Unbelievable!
War das Tom?	Was that Tom?
Wo sind wir?	Where are we?
Wer sah was?	Who saw what?
Wer will es?	Who wants it?
Wer scherzt?	Who's joking?
Wer bezahlt?	Who's paying?
Du bist gut.	You are good.
Du bist zäh.	You're tough.
Träume ich?	Am I dreaming?
Sticht sie?	Does it sting?
Gib es mir!	Give it to me!
Gib es mir.	Give it to me.
Geh runter!	Go downstairs.
Bleib dran!	Hang on to it.
Na, und du?	How about you?
Schneit es?	Is it snowing?
Die Bullen!	It's the cops!
Zeige dich!	Show yourself.
Rührt euch!	Stand at ease!
Das reicht.	That's enough.
Hier bitte.	There you are.
Wirf’s weg!	Throw it away.
Tom wankte.	Tom staggered.
Tom war da.	Tom was there.
War Tom da?	Was Tom there?
Wir tanzen.	We're dancing.
Wir fasten.	We're fasting.
Wir summen.	We're humming.
Wir sinken.	We're sinking.
Wir warten.	We're waiting.
Wo bist du?	Where are you?
Wo ist das?	Where is that?
Wo war Tom?	Where was Tom?
Wer fastet?	Who's fasting?
Wer bleibt?	Who's staying?
Wartest du?	Will you wait?
Kommst du?	Are you coming?
Atme tief.	Breathe deeply.
Kauf Brot!	Buy some bread.
Hast du’s?	Do you have it?
Hilft das?	Does that help?
Iss alles.	Eat everything.
Küss mich!	Give me a kiss.
Guten Tag!	Good afternoon.
Sitzt Tom?	Is Tom sitting?
Abgemacht!	It's a bargain.
Keiner da.	Nobody's there.
Tom fällt.	Tom is falling.
Tom summt.	Tom is humming.
Tom nickt.	Tom is nodding.
Tom betet.	Tom is praying.
Tom rennt.	Tom is running.
Tom sitzt.	Tom is sitting.
Tom redet.	Tom is talking.
Tom gähnt.	Tom is yawning.
Tom nähte.	Tom was sewing.
Tom lacht.	Tom's laughing.
Denk nach.	Use your brain.
Was fehlt?	What's missing?
Wer lacht?	Who's laughing?
Wer steht?	Who's standing?
Du summst.	You're humming.
Ihr summt.	You're humming.
Egal wer.	Anybody will do.
Er stand.	He was standing.
Atmet er?	Is he breathing?
Lügt nie!	Never tell lies.
Angenehm.	Nice seeing you!
Es zieht.	There's a draft.
Ich versteckte mich.	I hid.
Mir ist es wichtig.	I care.
Ich bin geflüchtet.	I fled.
Wir haben gewonnen.	We won.
Verbrennen Sie es!	Burn it.
Falte es zusammen!	Fold it.
Ich habe gefroren.	I froze.
Ich habe gewunken.	I waved.
Es ist in Ordnung.	It's OK.
Komm nicht näher!	Back off.
Seien Sie tapfer!	Be brave.
Rufen Sie Tom an!	Call Tom.
Ich weigere mich.	I refuse.
Ich trete zurück.	I resign.
Ich habe gegähnt.	I yawned.
Ich werde zahlen.	I'll pay.
Ich bin gehörlos.	I'm deaf.
Ich bin zu Hause.	I'm home.
Ich bin verletzt.	I'm hurt.
Ich bin hässlich.	I'm ugly.
Töten Sie Thomas!	Kill Tom.
Sie ist gegangen.	She left.
Sagen Sie es Tom.	Tell Tom.
Tom ist gekommen.	Tom came.
Tom ist gefallen.	Tom fell.
Tom ist gegangen.	Tom left.
Tom hat verloren.	Tom lost.
Besuchen Sie uns.	Visit us.
Wir werden gehen.	We'll go.
Was für ein Spaß!	What fun!
Wer ist gekommen?	Who came?
Wer ist gefallen?	Who fell?
Wer hat verloren?	Who lost?
Du hast verloren.	You lost.
Bin ich zu spät?	Am I late?
Setzen Sie sich.	Be seated.
Kommen Sie bald.	Come soon.
Es tut mir leid.	Excuse me.
Schnapp dir das.	Grab this.
Ich kann laufen.	I can run.
Ich kann rennen.	I can run.
Ich fürchte, ja.	I fear so.
Ich schlage Tom.	I hit Tom.
Das gefällt mir.	I like it.
Ich meine es so!	I mean it!
Ich vermisse es.	I miss it.
Ich versprech's.	I promise.
Ich war traurig.	I was sad.
Ich werde gehen.	I will go.
Ich würde gehen.	I'd leave.
Ich werde leben.	I'll live.
Ich werde reden.	I'll talk.
Ich gehe zu Fuß.	I'll walk.
Ich bin Spionin.	I'm a spy.
Ich bin geheilt.	I'm cured.
Ich bin so weit.	I'm ready.
Ich bin dämlich.	I'm silly.
Ich stecke fest.	I'm stuck.
Ist es schlecht?	Is it bad?
Es hat geklappt.	It worked.
Es ist 7:45 Uhr.	It's 7:45.
Es ist 8:30 Uhr.	It's 8:30.
Es ist 9.15 Uhr.	It's 9:15.
Das ist einfach.	It's easy.
Es ist geöffnet.	It's open.
Schwimm einfach.	Just swim.
Bleiben Sie weg.	Keep away.
Lass es bleiben.	Let it be.
Lass mich gehen!	Let me go!
Essen wir etwas!	Let's eat.
Schauen wir mal.	Let's see.
Bitte gehen Sie.	Please go.
Zieh sie dir an.	Put it on.
Sie geht zu Fuß.	She walks.
Stoppen Sie sie.	Stop them.
Die Zeit ist um.	Time's up.
Tom sorgte sich.	Tom cared.
Tom versucht es.	Tom tries.
Tom hat gewählt.	Tom voted.
Tom geht zu Fuß.	Tom walks.
Tom ist traurig.	Tom's sad.
Wir stimmten zu.	We agreed.
Bin ich allein?	Am I alone?
Bin ich bereit?	Am I ready?
Habe ich recht?	Am I right?
Frag irgendwen!	Ask anyone.
Sei vorsichtig!	Be careful.
Prüfe das nach!	Check that.
Mach es kaputt.	Destroy it.
Grab schneller.	Dig faster.
Komm doch rein!	Do come in.
Nicht springen!	Don't jump!
Nicht schubsen!	Don't push.
Trink das hier!	Drink this.
Folgen Sie Tom.	Follow Tom.
Runter von mir!	Get off me.
Gott existiert.	God exists.
Er hat gelacht.	He laughed.
Er schaffte es.	He made it.
Er ist grausam.	He's cruel.
Er ist elegant.	He's smart.
Halt dich fest.	Hold tight.
Wie langweilig!	How boring!
Ich bin bereit.	I am ready.
Ich bin fertig.	I am ready.
Mir wurde kalt.	I got cold.
Ich habe eines.	I have one.
Ich bin Sieger.	I have won.
Ich kannte Tom.	I knew Tom.
Ich kenne dich.	I know you.
Ich liebe dich!	I love you.
Ich liebe euch.	I love you.
Ich liebe dich.	I love you.
Ich machte Tee.	I made tea.
Ich will einen!	I want one!
Ich möchte Rum.	I want rum.
Ich war ruppig.	I was rude.
Ich habe Angst.	I'm afraid.
Ich bin besser.	I'm better.
Ich bin mollig.	I'm chubby.
Ich bin direkt.	I'm direct.
Ich bin gierig.	I'm greedy.
Ich bin einsam.	I'm lonely.
Ich bin single.	I'm single.
Ich bin Single.	I'm single.
Ist es so weit?	Is it time?
Es war traurig.	It was sad.
Das gehört Tom.	It's Tom's.
Es ist ein Bub.	It's a boy.
Es ist sperrig.	It's bulky.
Sie ist sauber.	It's clean.
Es steckt fest.	It's stuck.
Das ist Wasser.	It's water.
Lass Tom gehen!	Let Tom go.
Lasst Tom rein.	Let Tom in.
Lass ihn gehen!	Let him go!
Lass mich raus!	Let me out!
Lass uns reden.	Let's talk.
Schlag es nach!	Look it up.
Kein Kommentar.	No comment.
Zieh mich hoch!	Pull me up.
Tausche es aus.	Replace it.
Tauscht es aus.	Replace it.
